"Time [ms]","CPU usage [%]","GC activity [%]","Size [B]","Used [B]"
"10:17:01.710, 29 Apr 2021","0,3","0,0","828 375 072","415 036 608"
"10:17:02.710, 29 Apr 2021","0,0","0,0","828 375 072","417 133 760"
"10:17:03.710, 29 Apr 2021","0,1","0,0","828 375 072","421 328 064"
"10:17:04.711, 29 Apr 2021","0,9","0,0","828 375 072","429 716 672"
"10:17:05.711, 29 Apr 2021","1,9","0,0","828 375 072","442 299 584"
"10:17:06.711, 29 Apr 2021","2,7","0,0","828 375 072","461 173 952"
"10:17:07.711, 29 Apr 2021","3,5","0,0","828 375 072","484 242 624"
"10:17:08.711, 29 Apr 2021","0,9","0,0","828 375 072","492 631 232"
"10:17:09.711, 29 Apr 2021","1,6","0,0","828 375 072","501 019 840"
"10:17:10.711, 29 Apr 2021","1,9","0,0","828 375 072","515 699 904"
"10:17:11.712, 29 Apr 2021","2,8","0,0","828 375 072","536 671 424"
"10:17:12.712, 29 Apr 2021","3,6","0,0","828 375 072","559 740 096"
"10:17:13.712, 29 Apr 2021","0,3","0,0","828 375 072","563 934 400"
"10:17:14.712, 29 Apr 2021","3,5","0,0","828 375 072","591 197 376"
"10:17:15.712, 29 Apr 2021","3,0","0,0","828 375 072","610 071 744"
"10:17:16.712, 29 Apr 2021","0,9","0,0","828 375 072","614 266 048"
"10:17:17.712, 29 Apr 2021","0,0","0,0","828 375 072","616 363 200"
"10:17:18.712, 29 Apr 2021","3,2","0,1","828 375 072","159 602 176"
"10:17:19.713, 29 Apr 2021","0,8","0,0","828 375 072","167 990 784"
"10:17:20.713, 29 Apr 2021","2,9","0,0","828 375 072","191 059 456"
"10:17:21.713, 29 Apr 2021","3,2","0,0","828 375 072","212 030 976"
"10:17:22.713, 29 Apr 2021","0,8","0,0","828 375 072","220 419 584"
"10:17:23.713, 29 Apr 2021","1,6","0,0","828 375 072","233 002 496"
"10:17:24.713, 29 Apr 2021","2,9","0,0","828 375 072","253 974 016"
"10:17:25.713, 29 Apr 2021","1,3","0,0","828 375 072","262 362 624"
"10:17:26.713, 29 Apr 2021","0,8","0,0","828 375 072","270 751 232"
"10:17:27.714, 29 Apr 2021","2,1","0,0","828 375 072","285 431 296"
"10:17:28.714, 29 Apr 2021","2,6","0,0","828 375 072","302 208 512"
"10:17:29.714, 29 Apr 2021","1,4","0,0","828 375 072","314 791 424"
"10:17:30.714, 29 Apr 2021","2,4","0,0","828 375 072","329 471 488"
"10:17:31.714, 29 Apr 2021","2,4","0,0","828 375 072","348 345 856"
"10:17:32.714, 29 Apr 2021","3,4","0,0","828 375 072","369 317 376"
"10:17:33.714, 29 Apr 2021","0,6","0,0","828 375 072","375 608 832"
"10:17:34.715, 29 Apr 2021","2,2","0,0","828 375 072","394 483 200"
"10:17:35.715, 29 Apr 2021","2,6","0,0","828 375 072","413 357 568"
"10:17:36.715, 29 Apr 2021","2,1","0,0","828 375 072","428 037 632"
"10:17:37.715, 29 Apr 2021","1,9","0,0","828 375 072","440 620 544"
"10:17:38.715, 29 Apr 2021","1,5","0,0","828 375 072","453 203 456"
"10:17:39.715, 29 Apr 2021","1,4","0,0","828 375 072","465 786 368"
"10:17:40.715, 29 Apr 2021","2,6","0,0","828 375 072","484 660 736"
"10:17:41.715, 29 Apr 2021","3,0","0,0","828 375 072","503 535 104"
"10:17:42.716, 29 Apr 2021","0,8","0,0","828 375 072","511 923 712"
"10:17:43.716, 29 Apr 2021","2,8","0,0","828 375 072","530 798 080"
"10:17:44.716, 29 Apr 2021","1,4","0,0","828 375 072","543 380 992"
"10:17:45.716, 29 Apr 2021","3,4","0,0","828 375 072","568 546 816"
"10:17:46.716, 29 Apr 2021","0,5","0,0","828 375 072","574 838 272"
"10:17:47.716, 29 Apr 2021","2,4","0,0","828 375 072","593 712 640"
"10:17:48.716, 29 Apr 2021","3,0","0,0","828 375 072","612 587 008"
"10:17:49.717, 29 Apr 2021","0,5","0,0","828 375 072","620 975 616"
"10:17:50.717, 29 Apr 2021","3,5","0,1","828 375 072","163 578 688"
"10:17:51.717, 29 Apr 2021","2,4","0,0","828 375 072","180 355 904"
"10:17:52.717, 29 Apr 2021","0,9","0,0","828 375 072","188 744 512"
"10:17:53.717, 29 Apr 2021","3,9","0,0","828 375 072","211 813 184"
"10:17:54.717, 29 Apr 2021","5,0","0,0","828 375 072","245 367 616"
"10:17:55.717, 29 Apr 2021","3,1","0,0","828 375 072","266 339 136"
"10:17:56.717, 29 Apr 2021","2,1","0,0","828 375 072","278 922 048"
"10:17:57.718, 29 Apr 2021","1,7","0,0","828 375 072","291 504 960"
"10:17:58.718, 29 Apr 2021","0,1","0,0","828 375 072","297 796 416"
"10:17:59.718, 29 Apr 2021","0,0","0,0","828 375 072","299 893 568"
"10:18:00.718, 29 Apr 2021","0,1","0,0","828 375 072","301 990 720"
"10:18:01.718, 29 Apr 2021","0,1","0,0","828 375 072","306 185 024"
"10:18:02.718, 29 Apr 2021","0,0","0,0","828 375 072","308 282 176"
"10:18:03.718, 29 Apr 2021","3,4","0,0","828 375 072","329 253 696"
"10:18:04.719, 29 Apr 2021","1,3","0,0","828 375 072","339 739 456"
"10:18:05.719, 29 Apr 2021","1,4","0,0","828 375 072","350 225 216"
"10:18:06.719, 29 Apr 2021","1,2","0,0","828 375 072","360 710 976"
"10:18:07.719, 29 Apr 2021","2,1","0,0","828 375 072","375 391 040"
"10:18:08.719, 29 Apr 2021","4,9","0,0","828 375 072","406 848 320"
"10:18:09.719, 29 Apr 2021","3,1","0,0","828 375 072","425 722 688"
"10:18:10.719, 29 Apr 2021","1,1","0,0","828 375 072","436 208 448"
"10:18:11.719, 29 Apr 2021","0,2","0,0","828 375 072","438 305 600"
"10:18:12.720, 29 Apr 2021","0,0","0,0","828 375 072","440 402 752"
"10:18:13.720, 29 Apr 2021","1,2","0,0","828 375 072","452 985 664"
"10:18:14.720, 29 Apr 2021","2,4","0,0","828 375 072","469 762 880"
"10:18:15.720, 29 Apr 2021","0,9","0,0","828 375 072","476 054 336"
"10:18:16.720, 29 Apr 2021","2,6","0,0","828 375 072","499 123 008"
"10:18:17.720, 29 Apr 2021","1,2","0,0","828 375 072","507 511 616"
"10:18:18.720, 29 Apr 2021","2,4","0,0","828 375 072","526 385 984"
"10:18:19.720, 29 Apr 2021","1,9","0,0","828 375 072","541 066 048"
"10:18:20.721, 29 Apr 2021","3,1","0,0","828 375 072","562 037 568"
"10:18:21.721, 29 Apr 2021","0,3","0,0","828 375 072","566 231 872"
"10:18:22.721, 29 Apr 2021","3,2","0,0","828 375 072","589 300 544"
"10:18:23.721, 29 Apr 2021","0,9","0,0","828 375 072","597 689 152"
"10:18:24.721, 29 Apr 2021","2,2","0,0","828 375 072","616 563 520"
"10:18:25.721, 29 Apr 2021","2,5","0,1","828 375 072","153 085 088"
"10:18:26.721, 29 Apr 2021","1,9","0,0","828 375 072","165 668 000"
"10:18:27.721, 29 Apr 2021","2,9","0,0","828 375 072","186 639 520"
"10:18:28.722, 29 Apr 2021","1,0","0,0","828 375 072","195 028 128"
"10:18:29.722, 29 Apr 2021","2,2","0,0","828 375 072","211 805 344"
"10:18:30.722, 29 Apr 2021","4,1","0,0","828 375 072","241 165 472"
"10:18:31.722, 29 Apr 2021","4,4","0,0","828 375 072","262 136 992"
"10:18:32.722, 29 Apr 2021","2,4","0,0","828 375 072","276 817 056"
"10:18:33.722, 29 Apr 2021","0,2","0,0","828 375 072","281 011 360"
"10:18:34.722, 29 Apr 2021","0,0","0,0","828 375 072","283 108 512"
"10:18:35.723, 29 Apr 2021","0,1","0,0","828 375 072","287 302 816"
"10:18:36.726, 29 Apr 2021","1,0","0,0","828 375 072","295 691 424"
"10:18:37.724, 29 Apr 2021","4,2","0,0","828 375 072","322 954 400"
"10:18:38.724, 29 Apr 2021","1,7","0,0","828 375 072","335 537 312"
"10:18:39.724, 29 Apr 2021","0,0","0,0","828 375 072","337 634 464"
"10:18:40.724, 29 Apr 2021","2,3","0,0","828 375 072","350 217 376"
"10:18:41.724, 29 Apr 2021","1,8","0,0","828 375 072","362 800 288"
"10:18:42.725, 29 Apr 2021","1,6","0,0","828 375 072","373 286 048"
"10:18:43.725, 29 Apr 2021","4,7","0,0","828 375 072","406 840 480"
"10:18:44.725, 29 Apr 2021","5,1","0,0","828 375 072","438 297 760"
"10:18:45.725, 29 Apr 2021","5,1","0,0","828 375 072","469 755 040"
"10:18:46.725, 29 Apr 2021","5,0","0,0","828 375 072","503 309 472"
"10:18:47.725, 29 Apr 2021","5,2","0,0","828 375 072","536 863 904"
"10:18:48.725, 29 Apr 2021","5,2","0,0","828 375 072","574 612 640"
"10:18:49.725, 29 Apr 2021","2,9","0,0","828 375 072","591 389 856"
"10:18:50.726, 29 Apr 2021","2,4","0,0","828 375 072","603 972 768"
"10:18:51.726, 29 Apr 2021","2,3","0,0","828 375 072","614 458 528"
"10:18:52.726, 29 Apr 2021","3,0","0,1","828 375 072","151 213 568"
"10:18:53.726, 29 Apr 2021","2,2","0,0","828 375 072","165 893 632"
"10:18:54.726, 29 Apr 2021","1,3","0,0","828 375 072","172 185 088"
"10:18:55.726, 29 Apr 2021","1,7","0,0","828 375 072","180 573 696"
"10:18:56.726, 29 Apr 2021","2,0","0,0","828 375 072","193 156 608"
"10:18:57.727, 29 Apr 2021","2,1","0,0","828 375 072","203 642 368"
"10:18:58.727, 29 Apr 2021","1,5","0,0","828 375 072","214 128 128"
"10:18:59.727, 29 Apr 2021","0,2","0,0","828 375 072","222 516 736"
"10:19:00.727, 29 Apr 2021","0,1","0,0","828 375 072","228 808 192"
"10:19:01.727, 29 Apr 2021","0,1","0,0","828 375 072","237 196 800"
"10:19:02.727, 29 Apr 2021","0,2","0,0","828 375 072","241 391 104"
"10:19:03.727, 29 Apr 2021","0,1","0,0","828 375 072","243 488 256"
"10:19:04.727, 29 Apr 2021","1,0","0,0","828 375 072","245 585 408"
"10:19:05.728, 29 Apr 2021","0,1","0,0","828 375 072","249 779 712"
"10:19:06.728, 29 Apr 2021","0,2","0,0","828 375 072","251 876 864"
"10:19:07.728, 29 Apr 2021","0,1","0,0","828 375 072","256 071 168"
"10:19:08.728, 29 Apr 2021","0,0","0,0","828 375 072","260 265 472"
"10:19:09.728, 29 Apr 2021","0,0","0,0","828 375 072","260 265 472"
"10:19:10.728, 29 Apr 2021","0,0","0,0","828 375 072","262 362 624"
"10:19:11.728, 29 Apr 2021","0,0","0,0","828 375 072","266 556 928"
"10:19:12.729, 29 Apr 2021","0,0","0,0","828 375 072","266 556 928"
"10:19:13.729, 29 Apr 2021","0,1","0,0","828 375 072","270 751 232"
"10:19:14.729, 29 Apr 2021","0,0","0,0","828 375 072","272 848 384"
"10:19:15.729, 29 Apr 2021","0,0","0,0","828 375 072","277 042 688"
"10:19:16.729, 29 Apr 2021","2,1","0,0","828 375 072","291 722 752"
"10:19:17.729, 29 Apr 2021","2,3","0,0","828 375 072","308 499 968"
"10:19:18.729, 29 Apr 2021","3,6","0,0","828 375 072","329 471 488"
"10:19:19.730, 29 Apr 2021","1,0","0,0","828 375 072","339 957 248"
"10:19:20.730, 29 Apr 2021","0,2","0,0","828 375 072","342 054 400"
"10:19:21.730, 29 Apr 2021","0,8","0,0","828 375 072","348 345 856"
"10:19:22.730, 29 Apr 2021","3,0","0,0","828 375 072","371 414 528"
"10:19:23.735, 29 Apr 2021","2,9","0,0","828 375 072","392 386 048"
"10:19:24.736, 29 Apr 2021","0,2","0,0","828 375 072","394 483 200"
"10:19:25.736, 29 Apr 2021","2,8","0,0","828 375 072","413 357 568"
"10:19:26.736, 29 Apr 2021","5,1","0,0","828 375 072","451 106 304"
"10:19:27.736, 29 Apr 2021","4,2","0,0","828 375 072","465 786 368"
"10:19:28.736, 29 Apr 2021","2,7","0,0","828 375 072","482 563 584"
"10:19:29.736, 29 Apr 2021","0,4","0,0","828 375 072","490 952 192"
"10:19:30.736, 29 Apr 2021","0,3","0,0","828 375 072","493 049 344"
"10:19:31.736, 29 Apr 2021","0,0","0,0","828 375 072","495 146 496"
"10:19:32.736, 29 Apr 2021","0,0","0,0","828 375 072","499 340 800"
"10:19:33.737, 29 Apr 2021","0,0","0,0","828 375 072","501 437 952"
"10:19:34.737, 29 Apr 2021","3,9","0,0","828 375 072","526 603 776"
"10:19:35.737, 29 Apr 2021","2,4","0,0","828 375 072","543 380 992"
"10:19:36.737, 29 Apr 2021","0,1","0,0","828 375 072","545 478 144"
"10:19:37.737, 29 Apr 2021","0,0","0,0","828 375 072","549 672 448"
"10:19:38.737, 29 Apr 2021","3,6","0,0","828 375 072","572 741 120"
"10:19:39.737, 29 Apr 2021","1,0","0,0","828 375 072","581 129 728"
"10:19:40.737, 29 Apr 2021","0,7","0,0","828 375 072","587 421 184"
"10:19:41.738, 29 Apr 2021","5,1","0,0","828 375 072","620 975 616"
"10:19:42.738, 29 Apr 2021","3,3","0,0","828 375 072","161 441 280"
"10:19:43.738, 29 Apr 2021","0,0","0,0","828 375 072","165 635 584"
"10:19:44.738, 29 Apr 2021","0,1","0,0","828 375 072","167 732 736"
"10:19:45.738, 29 Apr 2021","0,3","0,0","828 375 072","171 927 040"
"10:19:46.738, 29 Apr 2021","2,8","0,0","828 375 072","190 801 408"
"10:19:47.738, 29 Apr 2021","2,9","0,0","828 375 072","211 772 928"
"10:19:48.739, 29 Apr 2021","2,9","0,0","828 375 072","232 744 448"
"10:19:49.739, 29 Apr 2021","2,9","0,0","828 375 072","253 715 968"
"10:19:50.739, 29 Apr 2021","2,7","0,0","828 375 072","272 590 336"
"10:19:51.739, 29 Apr 2021","1,7","0,0","828 375 072","285 173 248"
"10:19:52.739, 29 Apr 2021","2,0","0,0","828 375 072","299 853 312"
"10:19:53.739, 29 Apr 2021","2,0","0,0","828 375 072","314 533 376"
"10:19:54.739, 29 Apr 2021","4,1","0,0","828 375 072","341 796 352"
"10:19:55.740, 29 Apr 2021","0,9","0,0","828 375 072","350 184 960"
"10:19:56.740, 29 Apr 2021","0,0","0,0","828 375 072","352 282 112"
"10:19:57.740, 29 Apr 2021","3,9","0,0","828 375 072","377 447 936"
"10:19:58.740, 29 Apr 2021","1,7","0,0","828 375 072","390 030 848"
"10:19:59.740, 29 Apr 2021","0,0","0,0","828 375 072","392 128 000"
"10:20:00.740, 29 Apr 2021","3,0","0,0","828 375 072","413 099 520"
"10:20:01.740, 29 Apr 2021","0,9","0,0","828 375 072","421 488 128"
"10:20:02.740, 29 Apr 2021","1,9","0,0","828 375 072","434 071 040"
"10:20:03.741, 29 Apr 2021","1,2","0,0","828 375 072","444 556 800"
"10:20:04.741, 29 Apr 2021","2,0","0,0","828 375 072","457 139 712"
"10:20:05.741, 29 Apr 2021","4,8","0,0","828 375 072","488 596 992"
"10:20:06.741, 29 Apr 2021","5,0","0,0","828 375 072","524 248 576"
"10:20:07.741, 29 Apr 2021","2,9","0,0","828 375 072","543 122 944"
"10:20:08.741, 29 Apr 2021","2,6","0,0","828 375 072","557 803 008"
"10:20:09.741, 29 Apr 2021","1,8","0,0","828 375 072","570 385 920"
"10:20:10.742, 29 Apr 2021","0,1","0,0","828 375 072","576 677 376"
"10:20:11.742, 29 Apr 2021","0,0","0,0","828 375 072","580 871 680"
"10:20:12.742, 29 Apr 2021","0,3","0,0","828 375 072","585 065 984"
"10:20:13.742, 29 Apr 2021","0,0","0,0","828 375 072","587 163 136"
"10:20:14.742, 29 Apr 2021","0,2","0,0","828 375 072","589 260 288"
"10:20:15.742, 29 Apr 2021","0,4","0,0","828 375 072","595 551 744"
"10:20:16.742, 29 Apr 2021","3,1","0,0","828 375 072","616 523 264"
"10:20:17.743, 29 Apr 2021","3,9","0,1","828 375 072","159 091 712"
"10:20:18.743, 29 Apr 2021","2,8","0,0","828 375 072","177 966 080"
"10:20:19.743, 29 Apr 2021","3,4","0,0","828 375 072","201 034 752"
"10:20:20.743, 29 Apr 2021","2,8","0,0","828 375 072","222 006 272"
"10:20:21.743, 29 Apr 2021","2,9","0,0","828 375 072","245 074 944"
"10:20:22.743, 29 Apr 2021","2,1","0,0","828 375 072","263 949 312"
"10:20:23.743, 29 Apr 2021","1,9","0,0","828 375 072","274 435 072"
"10:20:24.743, 29 Apr 2021","1,6","0,0","828 375 072","287 017 984"
"10:20:25.744, 29 Apr 2021","2,7","0,0","828 375 072","307 989 504"
"10:20:26.744, 29 Apr 2021","3,5","0,0","828 375 072","328 961 024"
"10:20:27.744, 29 Apr 2021","0,6","0,0","828 375 072","337 349 632"
"10:20:28.744, 29 Apr 2021","1,7","0,0","828 375 072","347 835 392"
"10:20:29.744, 29 Apr 2021","2,9","0,0","828 375 072","366 709 760"
"10:20:30.744, 29 Apr 2021","2,1","0,0","828 375 072","381 389 824"
"10:20:31.744, 29 Apr 2021","2,2","0,0","828 375 072","398 167 040"
"10:20:32.745, 29 Apr 2021","1,8","0,0","828 375 072","410 749 952"
"10:20:33.745, 29 Apr 2021","1,2","0,0","828 375 072","421 235 712"
"10:20:34.745, 29 Apr 2021","2,6","0,0","828 375 072","438 012 928"
"10:20:35.745, 29 Apr 2021","2,1","0,0","828 375 072","454 790 144"
"10:20:36.745, 29 Apr 2021","2,5","0,0","828 375 072","471 567 360"
"10:20:37.745, 29 Apr 2021","1,2","0,0","828 375 072","482 053 120"
"10:20:38.745, 29 Apr 2021","1,8","0,0","828 375 072","498 830 336"
"10:20:39.745, 29 Apr 2021","3,6","0,0","828 375 072","530 287 616"
"10:20:40.746, 29 Apr 2021","3,3","0,0","828 375 072","551 259 136"
"10:20:41.746, 29 Apr 2021","0,5","0,0","828 375 072","555 453 440"
"10:20:42.746, 29 Apr 2021","1,9","0,0","828 375 072","570 133 504"
"10:20:43.746, 29 Apr 2021","2,3","0,0","828 375 072","586 910 720"
"10:20:44.746, 29 Apr 2021","1,6","0,0","828 375 072","599 493 632"
"10:20:45.746, 29 Apr 2021","3,4","0,0","828 375 072","620 465 152"
"10:20:46.746, 29 Apr 2021","0,1","0,0","828 375 072","624 659 456"
"10:20:47.747, 29 Apr 2021","3,3","0,1","828 375 072","164 678 624"
"10:20:48.747, 29 Apr 2021","1,8","0,0","828 375 072","177 261 536"
"10:20:49.747, 29 Apr 2021","2,1","0,0","828 375 072","194 038 752"
"10:20:50.747, 29 Apr 2021","2,4","0,0","828 375 072","210 815 968"
"10:20:51.747, 29 Apr 2021","1,5","0,0","828 375 072","223 398 880"
"10:20:52.747, 29 Apr 2021","2,9","0,0","828 375 072","244 370 400"
"10:20:53.747, 29 Apr 2021","2,0","0,0","828 375 072","259 050 464"
"10:20:54.748, 29 Apr 2021","2,3","0,0","828 375 072","275 827 680"
"10:20:55.748, 29 Apr 2021","2,3","0,0","828 375 072","292 604 896"
"10:20:56.748, 29 Apr 2021","2,0","0,0","828 375 072","305 187 808"
"10:20:57.748, 29 Apr 2021","2,2","0,0","828 375 072","324 062 176"
"10:20:58.748, 29 Apr 2021","0,9","0,0","828 375 072","332 450 784"
"10:20:59.748, 29 Apr 2021","3,0","0,0","828 375 072","355 519 456"
"10:21:00.748, 29 Apr 2021","0,2","0,0","828 375 072","359 713 760"
"10:21:01.749, 29 Apr 2021","1,9","0,0","828 375 072","372 296 672"
"10:21:02.749, 29 Apr 2021","2,1","0,0","828 375 072","389 073 888"
"10:21:03.749, 29 Apr 2021","2,4","0,0","828 375 072","403 753 952"
"10:21:04.749, 29 Apr 2021","1,9","0,0","828 375 072","416 336 864"
"10:21:05.749, 29 Apr 2021","2,5","0,0","828 375 072","435 211 232"
"10:21:06.749, 29 Apr 2021","2,2","0,0","828 375 072","449 891 296"
"10:21:07.749, 29 Apr 2021","2,6","0,0","828 375 072","470 862 816"
"10:21:08.749, 29 Apr 2021","3,0","0,0","828 375 072","491 834 336"
"10:21:09.750, 29 Apr 2021","1,8","0,0","828 375 072","504 417 248"
"10:21:10.750, 29 Apr 2021","4,6","0,0","828 375 072","531 680 224"
"10:21:11.750, 29 Apr 2021","1,5","0,0","828 375 072","546 360 288"
"10:21:12.750, 29 Apr 2021","0,0","0,0","828 375 072","548 457 440"
"10:21:13.750, 29 Apr 2021","0,6","0,0","828 375 072","554 748 896"
"10:21:14.750, 29 Apr 2021","3,1","0,0","828 375 072","573 623 264"
"10:21:15.750, 29 Apr 2021","2,9","0,0","828 375 072","594 594 784"
"10:21:16.751, 29 Apr 2021","2,8","0,0","828 375 072","615 566 304"
"10:21:17.751, 29 Apr 2021","1,9","0,0","828 375 072","630 246 368"
"10:21:18.751, 29 Apr 2021","1,5","0,0","828 375 072","158 300 832"
"10:21:19.751, 29 Apr 2021","2,3","0,0","828 375 072","175 078 048"
"10:21:20.751, 29 Apr 2021","1,7","0,0","828 375 072","187 660 960"
"10:21:21.751, 29 Apr 2021","1,9","0,0","828 375 072","202 341 024"
"10:21:22.751, 29 Apr 2021","2,7","0,0","828 375 072","221 215 392"
"10:21:23.752, 29 Apr 2021","1,3","0,0","828 375 072","231 701 152"
"10:21:24.752, 29 Apr 2021","2,8","0,0","828 375 072","250 575 520"
"10:21:25.752, 29 Apr 2021","2,5","0,0","828 375 072","269 449 888"
"10:21:26.752, 29 Apr 2021","1,8","0,0","828 375 072","284 129 952"
"10:21:27.752, 29 Apr 2021","2,4","0,0","828 375 072","303 004 320"
"10:21:28.752, 29 Apr 2021","2,2","0,0","828 375 072","319 781 536"
"10:21:29.752, 29 Apr 2021","2,6","0,0","828 375 072","340 753 056"
"10:21:30.753, 29 Apr 2021","2,4","0,0","828 375 072","359 627 424"
"10:21:31.753, 29 Apr 2021","3,0","0,0","828 375 072","382 696 096"
"10:21:32.753, 29 Apr 2021","1,8","0,0","828 375 072","395 279 008"
"10:21:33.753, 29 Apr 2021","2,8","0,0","828 375 072","414 153 376"
"10:21:34.753, 29 Apr 2021","2,1","0,0","828 375 072","430 930 592"
"10:21:35.753, 29 Apr 2021","2,6","0,0","828 375 072","447 707 808"
"10:21:36.753, 29 Apr 2021","2,3","0,0","828 375 072","464 485 024"
"10:21:37.753, 29 Apr 2021","2,9","0,0","828 375 072","487 553 696"
"10:21:38.753, 29 Apr 2021","2,1","0,0","828 375 072","502 233 760"
"10:21:39.754, 29 Apr 2021","2,7","0,0","828 375 072","521 108 128"
"10:21:40.754, 29 Apr 2021","2,9","0,0","828 375 072","542 079 648"
"10:21:41.754, 29 Apr 2021","2,8","0,0","828 375 072","560 954 016"
"10:21:42.754, 29 Apr 2021","3,3","0,0","828 375 072","584 022 688"
"10:21:43.754, 29 Apr 2021","2,2","0,0","828 375 072","600 799 904"
"10:21:44.754, 29 Apr 2021","2,5","0,0","828 375 072","619 674 272"
"10:21:45.754, 29 Apr 2021","3,9","0,1","828 375 072","162 439 368"
"10:21:46.755, 29 Apr 2021","2,9","0,0","828 375 072","181 313 736"
"10:21:47.755, 29 Apr 2021","2,0","0,0","828 375 072","198 090 952"
"10:21:48.755, 29 Apr 2021","2,6","0,0","828 375 072","219 062 472"
"10:21:49.755, 29 Apr 2021","2,5","0,0","828 375 072","237 936 840"
"10:21:50.755, 29 Apr 2021","2,3","0,0","828 375 072","256 811 208"
"10:21:51.755, 29 Apr 2021","2,4","0,0","828 375 072","273 588 424"
"10:21:52.755, 29 Apr 2021","2,4","0,0","828 375 072","290 365 640"
"10:21:53.756, 29 Apr 2021","3,3","0,0","828 375 072","313 434 312"
"10:21:54.756, 29 Apr 2021","2,4","0,0","828 375 072","332 308 680"
"10:21:55.756, 29 Apr 2021","2,4","0,0","828 375 072","351 183 048"
"10:21:56.756, 29 Apr 2021","1,6","0,0","828 375 072","359 571 656"
"10:21:57.756, 29 Apr 2021","1,3","0,0","828 375 072","367 960 264"
"10:21:58.756, 29 Apr 2021","1,3","0,0","828 375 072","374 251 720"
"10:21:59.756, 29 Apr 2021","1,0","0,0","828 375 072","380 543 176"
"10:22:00.756, 29 Apr 2021","1,8","0,0","828 375 072","386 834 632"
"10:22:01.757, 29 Apr 2021","1,2","0,0","828 375 072","393 126 088"
"10:22:02.757, 29 Apr 2021","1,0","0,0","828 375 072","399 417 544"
"10:22:03.757, 29 Apr 2021","1,1","0,0","828 375 072","405 709 000"
"10:22:04.757, 29 Apr 2021","1,4","0,0","828 375 072","414 097 608"
"10:22:05.757, 29 Apr 2021","1,7","0,0","828 375 072","418 291 912"
"10:22:06.757, 29 Apr 2021","1,2","0,0","828 375 072","426 680 520"
"10:22:07.757, 29 Apr 2021","1,2","0,0","828 375 072","435 069 128"
"10:22:08.758, 29 Apr 2021","1,1","0,0","828 375 072","441 360 584"
"10:22:09.758, 29 Apr 2021","1,1","0,0","828 375 072","449 749 192"
"10:22:10.758, 29 Apr 2021","1,2","0,0","828 375 072","456 040 648"
"10:22:11.758, 29 Apr 2021","0,8","0,0","828 375 072","460 234 952"
"10:22:12.758, 29 Apr 2021","1,1","0,0","828 375 072","468 623 560"
"10:22:13.758, 29 Apr 2021","1,6","0,0","828 375 072","477 012 168"
"10:22:14.758, 29 Apr 2021","1,6","0,0","828 375 072","483 303 624"
"10:22:15.759, 29 Apr 2021","1,2","0,0","828 375 072","489 595 080"
"10:22:16.759, 29 Apr 2021","1,5","0,0","828 375 072","500 080 840"
"10:22:17.759, 29 Apr 2021","1,2","0,0","828 375 072","506 372 296"
"10:22:18.759, 29 Apr 2021","1,3","0,0","828 375 072","512 663 752"
"10:22:19.759, 29 Apr 2021","30,2","0,1","828 375 072","184 374 048"
"10:22:20.759, 29 Apr 2021","81,5","0,1","828 375 072","633 125 560"
"10:22:21.759, 29 Apr 2021","18,4","0,2","828 375 072","187 900 928"
"10:22:22.760, 29 Apr 2021","9,2","0,0","828 375 072","610 558 912"
"10:22:23.760, 29 Apr 2021","10,6","0,2","828 375 072","265 546 392"
"10:22:24.760, 29 Apr 2021","1,4","0,0","828 375 072","276 032 152"
"10:22:25.760, 29 Apr 2021","1,4","0,0","828 375 072","284 420 760"
"10:22:26.760, 29 Apr 2021","1,5","0,0","828 375 072","294 906 520"
"10:22:27.760, 29 Apr 2021","1,3","0,0","828 375 072","303 295 128"
"10:22:28.760, 29 Apr 2021","1,4","0,0","828 375 072","311 683 736"
"10:22:29.760, 29 Apr 2021","1,9","0,0","828 375 072","324 266 648"
"10:22:30.761, 29 Apr 2021","1,6","0,0","828 375 072","332 655 256"
"10:22:31.761, 29 Apr 2021","1,7","0,0","828 375 072","341 043 864"
"10:22:32.761, 29 Apr 2021","1,8","0,0","828 375 072","353 626 776"
"10:22:33.761, 29 Apr 2021","1,4","0,0","828 375 072","364 112 536"
"10:22:34.761, 29 Apr 2021","1,6","0,0","828 375 072","372 501 144"
"10:22:35.761, 29 Apr 2021","1,4","0,0","828 375 072","382 986 904"
"10:22:36.761, 29 Apr 2021","1,5","0,0","828 375 072","391 375 512"
"10:22:37.761, 29 Apr 2021","1,7","0,0","828 375 072","401 861 272"
"10:22:38.761, 29 Apr 2021","1,3","0,0","828 375 072","410 249 880"
"10:22:39.762, 29 Apr 2021","1,9","0,0","828 375 072","422 832 792"
"10:22:40.762, 29 Apr 2021","2,1","0,0","828 375 072","433 318 552"
"10:22:41.762, 29 Apr 2021","1,6","0,0","828 375 072","443 804 312"
"10:22:42.762, 29 Apr 2021","0,7","0,0","828 375 072","452 192 920"
"10:22:43.762, 29 Apr 2021","3,4","0,0","828 375 072","460 581 528"
"10:22:44.762, 29 Apr 2021","2,9","0,0","828 375 072","473 164 440"
"10:22:45.762, 29 Apr 2021","1,0","0,0","828 375 072","479 455 896"
"10:22:46.763, 29 Apr 2021","1,9","0,0","828 375 072","492 038 808"
"10:22:47.763, 29 Apr 2021","1,3","0,0","828 375 072","500 427 416"
"10:22:48.763, 29 Apr 2021","2,0","0,0","828 375 072","510 913 176"
"10:22:49.763, 29 Apr 2021","1,1","0,0","828 375 072","517 204 632"
