"Time [ms]","CPU usage [%]","GC activity [%]","Size [B]","Used [B]"
"12:20:02.712, 29 Apr 2021","0,0","0,0","880 803 872","276 663 664"
"12:20:03.712, 29 Apr 2021","0,0","0,0","880 803 872","276 663 664"
"12:20:04.712, 29 Apr 2021","2,8","0,0","880 803 872","278 760 816"
"12:20:05.712, 29 Apr 2021","0,2","0,0","880 803 872","278 760 816"
"12:20:06.712, 29 Apr 2021","0,0","0,0","880 803 872","278 760 816"
"12:20:07.712, 29 Apr 2021","0,0","0,0","880 803 872","278 760 816"
"12:20:08.712, 29 Apr 2021","0,3","0,0","880 803 872","278 760 816"
"12:20:09.713, 29 Apr 2021","0,0","0,0","880 803 872","280 857 968"
"12:20:10.713, 29 Apr 2021","0,0","0,0","880 803 872","280 857 968"
"12:20:11.713, 29 Apr 2021","0,0","0,0","880 803 872","280 857 968"
"12:20:12.713, 29 Apr 2021","0,1","0,0","880 803 872","280 857 968"
"12:20:13.713, 29 Apr 2021","0,0","0,0","880 803 872","280 857 968"
"12:20:14.713, 29 Apr 2021","0,1","0,0","880 803 872","280 857 968"
"12:20:15.713, 29 Apr 2021","0,0","0,0","880 803 872","280 857 968"
"12:20:16.713, 29 Apr 2021","0,6","0,0","880 803 872","282 955 120"
"12:20:17.714, 29 Apr 2021","0,4","0,0","880 803 872","282 955 120"
"12:20:18.714, 29 Apr 2021","0,0","0,0","880 803 872","282 955 120"
"12:20:19.714, 29 Apr 2021","8,6","0,1","880 803 872","344 662 016"
"12:20:20.714, 29 Apr 2021","44,8","1,8","897 581 088","887 824 384"
"12:20:21.714, 29 Apr 2021","50,9","0,6","941 621 280","572 944 384"
"12:20:22.714, 29 Apr 2021","39,5","0,6","1 671 430 176","582 021 888"
"12:20:23.714, 29 Apr 2021","38,2","0,1","1 671 430 176","612 508 112"
"12:20:24.714, 29 Apr 2021","26,2","0,0","1 671 430 176","711 074 256"
"12:20:25.715, 29 Apr 2021","17,9","0,0","1 671 430 176","755 114 448"
"12:20:26.715, 29 Apr 2021","22,3","0,1","1 671 430 176","499 851 264"
"12:20:27.715, 29 Apr 2021","21,7","0,0","1 671 430 176","529 211 392"
"12:20:28.715, 29 Apr 2021","23,7","0,0","1 671 430 176","556 474 368"
"12:20:29.715, 29 Apr 2021","17,1","0,0","1 671 430 176","585 834 496"
"12:20:30.715, 29 Apr 2021","19,6","0,0","1 671 430 176","615 194 624"
"12:20:31.715, 29 Apr 2021","19,3","0,0","1 671 430 176","644 554 752"
"12:20:32.715, 29 Apr 2021","17,3","0,0","1 671 430 176","671 817 728"
"12:20:33.716, 29 Apr 2021","18,2","0,0","1 671 430 176","701 177 856"
"12:20:34.716, 29 Apr 2021","17,3","0,0","1 671 430 176","728 440 832"
"12:20:35.716, 29 Apr 2021","17,9","0,0","1 671 430 176","759 898 112"
"12:20:36.716, 29 Apr 2021","17,8","0,0","1 671 430 176","789 258 240"
"12:20:37.716, 29 Apr 2021","15,8","0,0","1 671 430 176","818 618 368"
"12:20:38.716, 29 Apr 2021","15,9","0,0","1 671 430 176","847 978 496"
"12:20:39.717, 29 Apr 2021","15,7","0,1","1 671 430 176","494 207 712"
"12:20:40.717, 29 Apr 2021","4,4","0,0","1 671 430 176","546 636 512"
"12:20:41.717, 29 Apr 2021","11,2","0,0","1 671 430 176","580 190 944"
"12:20:42.717, 29 Apr 2021","15,2","0,0","1 671 430 176","607 453 920"
"12:20:43.717, 29 Apr 2021","15,4","0,0","1 671 430 176","634 716 896"
"12:20:44.717, 29 Apr 2021","14,0","0,0","1 671 430 176","661 979 872"
"12:20:45.717, 29 Apr 2021","12,4","0,0","1 671 430 176","689 242 848"
"12:20:46.717, 29 Apr 2021","12,6","0,0","1 671 430 176","718 602 976"
"12:20:47.718, 29 Apr 2021","13,2","0,0","1 671 430 176","743 768 800"
"12:20:48.718, 29 Apr 2021","15,2","0,0","1 671 430 176","771 031 776"
"12:20:49.718, 29 Apr 2021","11,3","0,0","1 671 430 176","800 391 904"
"12:20:50.718, 29 Apr 2021","12,2","0,0","1 671 430 176","827 654 880"
"12:20:51.718, 29 Apr 2021","11,8","0,0","1 671 430 176","857 015 008"
"12:20:52.718, 29 Apr 2021","14,3","0,0","1 671 430 176","884 277 984"
"12:20:53.718, 29 Apr 2021","11,7","0,0","1 671 430 176","909 443 808"
"12:20:54.719, 29 Apr 2021","12,2","0,0","1 671 430 176","938 803 936"
"12:20:55.719, 29 Apr 2021","11,4","0,0","1 671 430 176","963 969 760"
"12:20:56.719, 29 Apr 2021","13,2","0,1","1 671 430 176","498 456 592"
"12:20:57.719, 29 Apr 2021","11,7","0,0","1 671 430 176","525 719 568"
"12:20:58.719, 29 Apr 2021","12,3","0,0","1 671 430 176","555 079 696"
"12:20:59.719, 29 Apr 2021","10,6","0,0","1 671 430 176","582 342 672"
"12:21:00.719, 29 Apr 2021","10,7","0,0","1 671 430 176","609 605 648"
"12:21:01.720, 29 Apr 2021","10,4","0,0","1 671 430 176","636 868 624"
"12:21:02.720, 29 Apr 2021","10,2","0,0","1 671 430 176","664 131 600"
"12:21:03.720, 29 Apr 2021","10,4","0,0","1 671 430 176","693 491 728"
"12:21:04.720, 29 Apr 2021","9,7","0,0","1 671 430 176","722 851 856"
"12:21:05.720, 29 Apr 2021","14,3","0,0","1 671 430 176","796 252 176"
"12:21:06.720, 29 Apr 2021","11,0","0,0","1 671 430 176","825 612 304"
"12:21:07.720, 29 Apr 2021","5,8","0,0","1 671 430 176","882 235 408"
"12:21:08.721, 29 Apr 2021","2,9","0,0","1 671 430 176","936 761 360"
"12:21:09.721, 29 Apr 2021","2,7","0,0","1 671 430 176","997 578 768"
"12:21:10.721, 29 Apr 2021","2,2","0,0","1 671 430 176","1 058 396 176"
"12:21:11.721, 29 Apr 2021","2,3","0,0","1 671 430 176","1 115 019 280"
"12:21:12.721, 29 Apr 2021","2,7","0,0","1 671 430 176","1 169 545 232"
"12:21:13.721, 29 Apr 2021","30,7","0,0","1 671 430 176","1 188 419 600"
"12:21:14.722, 29 Apr 2021","23,2","0,0","1 671 430 176","1 219 876 880"
"12:21:15.722, 29 Apr 2021","3,8","0,1","1 671 430 176","525 017 088"
"12:21:16.722, 29 Apr 2021","2,4","0,0","1 671 430 176","585 834 496"
"12:21:17.722, 29 Apr 2021","3,3","0,0","1 671 430 176","644 554 752"
"12:21:18.722, 29 Apr 2021","5,7","0,0","1 671 430 176","692 789 248"
"12:21:19.722, 29 Apr 2021","36,7","0,0","1 671 430 176","703 275 008"
"12:21:20.722, 29 Apr 2021","6,2","0,0","1 671 430 176","764 092 416"
"12:21:21.722, 29 Apr 2021","2,1","0,0","1 671 430 176","822 812 672"
"12:21:22.723, 29 Apr 2021","2,3","0,0","1 671 430 176","883 630 080"
"12:21:23.723, 29 Apr 2021","2,3","0,0","1 671 430 176","936 058 880"
"12:21:24.723, 29 Apr 2021","34,8","0,0","1 671 430 176","942 350 336"
"12:21:25.723, 29 Apr 2021","8,9","0,0","1 671 430 176","994 779 136"
"12:21:26.723, 29 Apr 2021","2,3","0,0","1 671 430 176","1 057 693 696"
"12:21:27.723, 29 Apr 2021","2,2","0,0","1 671 430 176","1 114 316 800"
"12:21:28.723, 29 Apr 2021","2,2","0,0","1 671 430 176","1 173 037 056"
"12:21:29.724, 29 Apr 2021","27,3","0,0","1 671 430 176","1 191 911 424"
"12:21:30.724, 29 Apr 2021","17,8","0,0","1 671 430 176","1 229 660 160"
"12:21:31.724, 29 Apr 2021","2,1","0,0","1 671 430 176","1 288 380 416"
"12:21:32.724, 29 Apr 2021","3,9","0,3","1 671 430 176","542 233 912"
"12:21:33.724, 29 Apr 2021","2,2","0,0","1 671 430 176","598 857 016"
"12:21:34.724, 29 Apr 2021","9,8","0,0","1 671 430 176","640 800 056"
"12:21:35.724, 29 Apr 2021","27,4","0,0","1 671 430 176","649 188 664"
"12:21:36.724, 29 Apr 2021","2,1","0,0","1 671 430 176","710 006 072"
"12:21:37.725, 29 Apr 2021","2,0","0,0","1 671 430 176","768 726 328"
"12:21:38.725, 29 Apr 2021","2,2","0,0","1 671 430 176","829 543 736"
"12:21:39.725, 29 Apr 2021","2,8","0,0","1 671 430 176","879 875 384"
"12:21:40.725, 29 Apr 2021","31,6","0,0","1 671 430 176","886 166 840"
"12:21:41.725, 29 Apr 2021","2,2","0,0","1 671 430 176","944 887 096"
"12:21:42.725, 29 Apr 2021","1,9","0,0","1 671 430 176","1 005 704 504"
"12:21:43.725, 29 Apr 2021","2,4","0,0","1 671 430 176","1 062 327 608"
"12:21:44.726, 29 Apr 2021","5,4","0,0","1 671 430 176","1 112 659 256"
"12:21:45.726, 29 Apr 2021","29,8","0,0","1 671 430 176","1 121 047 864"
"12:21:46.726, 29 Apr 2021","2,0","0,0","1 671 430 176","1 181 865 272"
"12:21:47.726, 29 Apr 2021","1,9","0,0","1 671 430 176","1 238 488 376"
"12:21:48.726, 29 Apr 2021","2,2","0,0","1 671 430 176","1 297 208 632"
"12:21:49.726, 29 Apr 2021","4,9","0,1","1 671 430 176","522 919 936"
"12:21:50.726, 29 Apr 2021","15,3","0,0","1 671 430 176","548 085 760"
"12:21:51.727, 29 Apr 2021","15,4","0,0","1 671 430 176","577 445 888"
"12:21:52.727, 29 Apr 2021","2,1","0,0","1 671 430 176","636 166 144"
"12:21:53.727, 29 Apr 2021","2,1","0,0","1 671 430 176","699 080 704"
"12:21:54.727, 29 Apr 2021","1,9","0,0","1 671 430 176","755 703 808"
"12:21:55.727, 29 Apr 2021","6,8","0,0","1 671 430 176","799 744 000"
"12:21:56.727, 29 Apr 2021","22,1","0,0","1 671 430 176","814 424 064"
"12:21:57.727, 29 Apr 2021","2,2","0,0","1 671 430 176","873 144 320"
"12:21:58.728, 29 Apr 2021","2,0","0,0","1 671 430 176","933 961 728"
"12:21:59.728, 29 Apr 2021","1,9","0,0","1 671 430 176","988 487 680"
"12:22:00.728, 29 Apr 2021","2,0","0,0","1 671 430 176","1 045 110 784"
"12:22:01.728, 29 Apr 2021","21,6","0,0","1 671 430 176","1 057 693 696"
"12:22:02.728, 29 Apr 2021","8,0","0,0","1 671 430 176","1 105 928 192"
"12:22:03.728, 29 Apr 2021","1,9","0,0","1 671 430 176","1 162 551 296"
"12:22:04.728, 29 Apr 2021","2,1","0,0","1 671 430 176","1 221 271 552"
"12:22:05.729, 29 Apr 2021","2,2","0,0","1 671 430 176","1 284 186 112"
"12:22:06.729, 29 Apr 2021","15,4","0,0","1 671 430 176","1 309 351 936"
"12:22:07.729, 29 Apr 2021","14,2","0,0","1 671 430 176","1 345 003 520"
"12:22:08.729, 29 Apr 2021","3,5","0,2","1 671 430 176","508 239 872"
"12:22:09.729, 29 Apr 2021","1,9","0,0","1 671 430 176","564 862 976"
"12:22:10.729, 29 Apr 2021","2,1","0,0","1 671 430 176","621 486 080"
"12:22:11.730, 29 Apr 2021","5,4","0,0","1 671 430 176","667 623 424"
"12:22:12.730, 29 Apr 2021","23,2","0,0","1 671 430 176","678 109 184"
"12:22:13.730, 29 Apr 2021","2,0","0,0","1 671 430 176","732 635 136"
"12:22:14.730, 29 Apr 2021","2,0","0,0","1 671 430 176","795 549 696"
"12:22:15.730, 29 Apr 2021","1,9","0,0","1 671 430 176","860 561 408"
"12:22:16.730, 29 Apr 2021","4,7","0,0","1 671 430 176","910 893 056"
"12:22:17.730, 29 Apr 2021","21,3","0,0","1 671 430 176","925 573 120"
"12:22:18.730, 29 Apr 2021","1,9","0,0","1 671 430 176","984 293 376"
"12:22:19.731, 29 Apr 2021","10,3","0,0","1 671 430 176","1 017 847 808"
"12:22:20.731, 29 Apr 2021","6,8","0,0","1 671 430 176","1 045 110 784"
"12:22:21.731, 29 Apr 2021","7,5","0,0","1 671 430 176","1 072 373 760"
"12:22:22.731, 29 Apr 2021","7,4","0,0","1 671 430 176","1 101 733 888"
"12:22:23.731, 29 Apr 2021","7,2","0,0","1 671 430 176","1 131 094 016"
"12:22:24.731, 29 Apr 2021","4,4","0,0","1 671 430 176","1 166 745 600"
"12:22:25.731, 29 Apr 2021","7,2","0,0","1 671 430 176","1 196 105 728"
"12:22:26.732, 29 Apr 2021","6,4","0,0","1 671 430 176","1 225 465 856"
"12:22:27.732, 29 Apr 2021","6,3","0,0","1 671 430 176","1 252 728 832"
"12:22:28.732, 29 Apr 2021","5,5","0,0","1 671 430 176","1 279 991 808"
"12:22:29.732, 29 Apr 2021","6,1","0,0","1 671 430 176","1 309 351 936"
"12:22:30.732, 29 Apr 2021","6,2","0,0","1 671 430 176","1 340 809 216"
"12:22:31.732, 29 Apr 2021","6,3","0,0","1 671 430 176","1 370 169 344"
"12:22:32.732, 29 Apr 2021","1,8","0,0","1 671 430 176","1 397 432 320"
"12:22:33.733, 29 Apr 2021","4,5","0,1","1 671 430 176","520 553 568"
"12:22:34.733, 29 Apr 2021","1,3","0,0","1 671 430 176","549 913 696"
"12:22:35.733, 29 Apr 2021","16,3","0,0","1 671 430 176","744 948 832"
"12:22:36.733, 29 Apr 2021","4,9","0,0","1 671 430 176","788 989 024"
"12:22:37.733, 29 Apr 2021","4,6","0,0","1 671 430 176","833 029 216"
"12:22:38.733, 29 Apr 2021","5,0","0,0","1 671 430 176","879 166 560"
"12:22:39.733, 29 Apr 2021","4,8","0,0","1 671 430 176","925 303 904"
"12:22:40.734, 29 Apr 2021","4,9","0,0","1 671 430 176","971 441 248"
"12:22:41.734, 29 Apr 2021","4,8","0,0","1 671 430 176","1 015 481 440"
"12:22:42.734, 29 Apr 2021","5,4","0,0","1 671 430 176","1 065 813 088"
"12:22:43.734, 29 Apr 2021","5,0","0,0","1 671 430 176","1 111 950 432"
"12:22:44.734, 29 Apr 2021","5,3","0,0","1 671 430 176","1 160 184 928"
"12:22:45.734, 29 Apr 2021","4,9","0,0","1 671 430 176","1 206 322 272"
"12:22:46.734, 29 Apr 2021","4,9","0,0","1 671 430 176","1 252 459 616"
"12:22:47.734, 29 Apr 2021","4,9","0,0","1 671 430 176","1 298 596 960"
"12:22:48.735, 29 Apr 2021","4,8","0,0","1 671 430 176","1 340 540 000"
"12:22:49.735, 29 Apr 2021","4,6","0,0","1 671 430 176","1 386 677 344"
"12:22:50.735, 29 Apr 2021","6,4","0,1","1 671 430 176","517 981 096"
"12:22:51.735, 29 Apr 2021","4,9","0,0","1 671 430 176","564 118 440"
"12:22:52.735, 29 Apr 2021","4,6","0,0","1 671 430 176","614 450 088"
"12:22:53.735, 29 Apr 2021","4,6","0,0","1 671 430 176","660 587 432"
"12:22:54.735, 29 Apr 2021","4,6","0,0","1 671 430 176","706 724 776"
"12:22:55.735, 29 Apr 2021","7,7","0,0","1 671 430 176","754 959 272"
"12:22:56.736, 29 Apr 2021","4,5","0,0","1 671 430 176","798 999 464"
"12:22:57.736, 29 Apr 2021","4,6","0,0","1 671 430 176","845 136 808"
"12:22:58.736, 29 Apr 2021","6,2","0,0","1 671 430 176","889 177 000"
"12:22:59.736, 29 Apr 2021","4,7","0,0","1 671 430 176","939 508 648"
"12:23:00.736, 29 Apr 2021","4,4","0,0","1 671 430 176","985 645 992"
"12:23:01.736, 29 Apr 2021","6,4","0,0","1 671 430 176","1 031 783 336"
"12:23:02.737, 29 Apr 2021","4,9","0,0","1 671 430 176","1 077 920 680"
"12:23:03.737, 29 Apr 2021","4,8","0,0","1 671 430 176","1 124 058 024"
"12:23:04.737, 29 Apr 2021","4,7","0,0","1 671 430 176","1 170 195 368"
"12:23:05.737, 29 Apr 2021","4,4","0,0","1 671 430 176","1 214 235 560"
"12:23:06.737, 29 Apr 2021","5,0","0,0","1 671 430 176","1 262 470 056"
"12:23:07.737, 29 Apr 2021","4,6","0,0","1 671 430 176","1 306 510 248"
"12:23:08.737, 29 Apr 2021","4,9","0,0","1 671 430 176","1 352 647 592"
"12:23:09.738, 29 Apr 2021","4,5","0,0","1 671 430 176","1 398 784 936"
"12:23:10.738, 29 Apr 2021","5,6","0,1","1 671 430 176","508 239 872"
"12:23:11.738, 29 Apr 2021","4,4","0,0","1 671 430 176","552 280 064"
"12:23:12.738, 29 Apr 2021","4,3","0,0","1 671 430 176","598 417 408"
"12:23:13.738, 29 Apr 2021","4,6","0,0","1 671 430 176","646 651 904"
"12:23:14.738, 29 Apr 2021","4,4","0,0","1 671 430 176","690 692 096"
"12:23:15.738, 29 Apr 2021","4,4","0,0","1 671 430 176","738 926 592"
"12:23:16.739, 29 Apr 2021","4,4","0,0","1 671 430 176","787 161 088"
"12:23:17.739, 29 Apr 2021","4,5","0,0","1 671 430 176","833 298 432"
"12:23:18.739, 29 Apr 2021","4,4","0,0","1 671 430 176","881 532 928"
"12:23:19.739, 29 Apr 2021","4,4","0,0","1 671 430 176","925 573 120"
"12:23:20.739, 29 Apr 2021","4,6","0,0","1 671 430 176","969 613 312"
"12:23:21.739, 29 Apr 2021","4,5","0,0","1 671 430 176","1 017 847 808"
"12:23:22.739, 29 Apr 2021","4,5","0,0","1 671 430 176","1 061 888 000"
"12:23:23.740, 29 Apr 2021","4,4","0,0","1 671 430 176","1 108 025 344"
"12:23:24.740, 29 Apr 2021","5,2","0,0","1 671 430 176","1 154 162 688"
"12:23:25.740, 29 Apr 2021","6,9","0,0","1 671 430 176","1 200 300 032"
"12:23:26.740, 29 Apr 2021","4,7","0,0","1 671 430 176","1 250 631 680"
"12:23:27.740, 29 Apr 2021","4,7","0,0","1 671 430 176","1 298 866 176"
"12:23:28.740, 29 Apr 2021","4,7","0,0","1 671 430 176","1 345 003 520"
"12:23:29.740, 29 Apr 2021","6,1","0,0","1 671 430 176","1 407 918 080"
"12:23:30.740, 29 Apr 2021","9,6","0,3","1 671 430 176","505 504 744"
"12:23:31.741, 29 Apr 2021","6,9","0,0","1 671 430 176","547 447 784"
"12:23:32.741, 29 Apr 2021","3,7","0,0","1 671 430 176","604 070 888"
"12:23:33.741, 29 Apr 2021","2,9","0,0","1 671 430 176","650 208 232"
"12:23:34.741, 29 Apr 2021","2,9","0,0","1 671 430 176","698 442 728"
"12:23:35.741, 29 Apr 2021","2,9","0,0","1 671 430 176","744 580 072"
"12:23:36.741, 29 Apr 2021","3,0","0,0","1 671 430 176","797 008 872"
"12:23:37.741, 29 Apr 2021","2,9","0,0","1 671 430 176","843 146 216"
