"Time [ms]","CPU usage [%]","GC activity [%]","Size [B]","Used [B]"
"10:42:55.353, 29 Apr 2021","1,9","0,0","979 370 016","306 388 128"
"10:42:56.354, 29 Apr 2021","1,9","0,0","979 370 016","318 971 040"
"10:42:57.354, 29 Apr 2021","2,1","0,0","979 370 016","333 651 104"
"10:42:58.354, 29 Apr 2021","2,2","0,0","979 370 016","348 331 168"
"10:42:59.354, 29 Apr 2021","2,4","0,0","979 370 016","360 914 080"
"10:43:00.354, 29 Apr 2021","2,4","0,0","979 370 016","375 594 144"
"10:43:01.354, 29 Apr 2021","1,9","0,0","979 370 016","392 371 360"
"10:43:02.354, 29 Apr 2021","2,2","0,0","979 370 016","409 148 576"
"10:43:03.354, 29 Apr 2021","2,3","0,0","979 370 016","421 731 488"
"10:43:04.355, 29 Apr 2021","2,2","0,0","979 370 016","436 411 552"
"10:43:05.355, 29 Apr 2021","2,0","0,0","979 370 016","448 994 464"
"10:43:06.355, 29 Apr 2021","2,1","0,0","979 370 016","463 674 528"
"10:43:07.355, 29 Apr 2021","2,0","0,0","979 370 016","478 354 592"
"10:43:08.355, 29 Apr 2021","2,0","0,0","979 370 016","493 034 656"
"10:43:09.355, 29 Apr 2021","2,1","0,0","979 370 016","507 714 720"
"10:43:10.355, 29 Apr 2021","1,9","0,0","979 370 016","520 297 632"
"10:43:11.355, 29 Apr 2021","1,8","0,0","979 370 016","532 880 544"
"10:43:12.356, 29 Apr 2021","2,8","0,0","979 370 016","555 949 216"
"10:43:13.356, 29 Apr 2021","2,5","0,0","979 370 016","570 629 280"
"10:43:14.356, 29 Apr 2021","2,2","0,0","979 370 016","585 309 344"
"10:43:15.356, 29 Apr 2021","2,5","0,0","979 370 016","599 989 408"
"10:43:16.356, 29 Apr 2021","2,4","0,0","979 370 016","614 669 472"
"10:43:17.356, 29 Apr 2021","2,4","0,0","979 370 016","629 349 536"
"10:43:18.356, 29 Apr 2021","2,1","0,0","979 370 016","644 029 600"
"10:43:19.357, 29 Apr 2021","4,4","0,0","979 370 016","660 806 816"
"10:43:20.357, 29 Apr 2021","2,2","0,0","979 370 016","675 486 880"
"10:43:21.357, 29 Apr 2021","2,3","0,0","979 370 016","690 166 944"
"10:43:22.357, 29 Apr 2021","2,2","0,0","979 370 016","706 944 160"
"10:43:23.357, 29 Apr 2021","3,1","0,0","979 370 016","165 122 336"
"10:43:24.357, 29 Apr 2021","4,1","0,0","979 370 016","179 802 400"
"10:43:25.357, 29 Apr 2021","2,4","0,0","979 370 016","196 579 616"
"10:43:26.357, 29 Apr 2021","2,2","0,0","979 370 016","211 259 680"
"10:43:27.358, 29 Apr 2021","2,4","0,0","979 370 016","230 134 048"
"10:43:28.358, 29 Apr 2021","2,3","0,0","979 370 016","244 814 112"
"10:43:29.358, 29 Apr 2021","2,3","0,0","979 370 016","261 591 328"
"10:43:30.358, 29 Apr 2021","2,4","0,0","979 370 016","276 271 392"
"10:43:31.358, 29 Apr 2021","3,3","0,0","979 370 016","297 242 912"
"10:43:32.358, 29 Apr 2021","1,9","0,0","979 370 016","309 825 824"
"10:43:33.358, 29 Apr 2021","2,1","0,0","979 370 016","326 603 040"
"10:43:34.358, 29 Apr 2021","2,2","0,0","979 370 016","341 283 104"
"10:43:35.359, 29 Apr 2021","2,3","0,0","979 370 016","358 060 320"
"10:43:36.359, 29 Apr 2021","2,3","0,0","979 370 016","374 837 536"
"10:43:37.359, 29 Apr 2021","2,5","0,0","979 370 016","389 517 600"
"10:43:38.359, 29 Apr 2021","2,3","0,0","979 370 016","406 294 816"
"10:43:39.359, 29 Apr 2021","2,4","0,0","979 370 016","420 974 880"
"10:43:40.359, 29 Apr 2021","2,4","0,0","979 370 016","437 752 096"
"10:43:41.359, 29 Apr 2021","2,2","0,0","979 370 016","452 432 160"
"10:43:42.359, 29 Apr 2021","2,3","0,0","979 370 016","469 209 376"
"10:43:43.360, 29 Apr 2021","2,1","0,0","979 370 016","483 889 440"
"10:43:44.360, 29 Apr 2021","2,2","0,0","979 370 016","500 666 656"
"10:43:45.360, 29 Apr 2021","2,3","0,0","979 370 016","517 443 872"
"10:43:46.360, 29 Apr 2021","7,4","0,0","979 370 016","530 026 784"
"10:43:47.360, 29 Apr 2021","2,5","0,0","979 370 016","544 706 848"
"10:43:48.360, 29 Apr 2021","2,2","0,0","979 370 016","561 484 064"
"10:43:49.360, 29 Apr 2021","2,3","0,0","979 370 016","580 358 432"
"10:43:50.360, 29 Apr 2021","2,4","0,0","979 370 016","597 135 648"
"10:43:51.361, 29 Apr 2021","2,6","0,0","979 370 016","613 912 864"
"10:43:52.361, 29 Apr 2021","2,7","0,0","979 370 016","636 981 536"
"10:43:53.361, 29 Apr 2021","6,2","0,0","979 370 016","653 758 752"
"10:43:54.361, 29 Apr 2021","2,2","0,0","979 370 016","670 535 968"
"10:43:55.361, 29 Apr 2021","2,4","0,0","979 370 016","685 216 032"
"10:43:56.361, 29 Apr 2021","2,4","0,0","979 370 016","704 090 400"
"10:43:57.361, 29 Apr 2021","3,0","0,1","979 370 016","161 014 096"
"10:43:58.361, 29 Apr 2021","2,0","0,0","979 370 016","175 694 160"
"10:43:59.362, 29 Apr 2021","2,0","0,0","979 370 016","190 374 224"
"10:44:00.362, 29 Apr 2021","2,0","0,0","979 370 016","205 054 288"
"10:44:01.362, 29 Apr 2021","2,3","0,0","979 370 016","219 734 352"
"10:44:02.362, 29 Apr 2021","2,3","0,0","979 370 016","236 511 568"
"10:44:03.362, 29 Apr 2021","2,2","0,0","979 370 016","253 288 784"
"10:44:04.362, 29 Apr 2021","1,8","0,0","979 370 016","265 871 696"
