Date,Size [B],Used [B]
2021-04-30T10:53:45.792358,124245872,714614928
2021-04-30T10:53:48.292578,464663560,374197240
2021-04-30T10:53:50.792797,438682952,400177848
2021-04-30T10:53:53.293016,410193608,428667192
2021-04-30T10:53:55.793240,384157000,454703800
2021-04-30T10:53:58.293459,355723320,483137480
2021-04-30T10:54:00.793676,331654912,507205888
2021-04-30T10:54:03.293895,304441872,534418928
2021-04-30T10:54:05.794112,280070040,558790760
2021-04-30T10:54:08.294328,251994376,586866424
2021-04-30T10:54:10.794555,224775496,614085304
2021-04-30T10:54:13.294811,199607624,639253176
2021-04-30T10:54:15.795064,173210696,665650104
2021-04-30T10:54:18.295300,148053608,690807192
2021-04-30T10:54:20.795547,118735080,720125720
2021-04-30T10:54:23.295787,467715592,371145208
2021-04-30T10:54:25.796019,443198168,395662632
2021-04-30T10:54:28.296234,415236896,423623904
2021-04-30T10:54:30.796446,388869296,449991504
2021-04-30T10:54:33.296656,361640416,477220384
2021-04-30T10:54:35.796864,335589664,503271136
2021-04-30T10:54:38.297070,310336920,528523880
2021-04-30T10:54:40.797282,283928664,554932136
2021-04-30T10:54:43.297487,256784672,582076128
2021-04-30T10:54:45.797693,229502792,609358008
2021-04-30T10:54:48.297910,203449312,635411488
2021-04-30T10:54:50.798141,178311040,660549760
2021-04-30T10:54:53.298360,148981504,689879296
2021-04-30T10:54:55.798592,124609512,714251288
2021-04-30T10:54:58.298839,472109840,366750960
2021-04-30T10:55:00.799052,446118656,392742144
2021-04-30T10:55:03.299265,418712136,420148664
2021-04-30T10:55:05.799480,394454968,444405832
2021-04-30T10:55:08.299692,366426880,472433920
2021-04-30T10:55:10.799905,341937200,496923600
2021-04-30T10:55:13.300117,314816704,524044096
2021-04-30T10:55:15.800333,288832256,550028544
2021-04-30T10:55:18.300565,262305008,576555792
2021-04-30T10:55:20.800785,235150840,603709960
2021-04-30T10:55:23.300996,209107352,629753448
2021-04-30T10:55:25.801221,181879552,656981248
2021-04-30T10:55:28.301497,474251680,364609120
2021-04-30T10:55:30.801708,446197456,392663344
2021-04-30T10:55:33.301935,420290504,418570296
2021-04-30T10:55:35.802165,347852560,491008240
2021-04-30T10:55:38.302447,320541632,518319168
2021-04-30T10:55:40.802787,183300696,655560104
2021-04-30T10:55:43.303183,156899728,681961072
2021-04-30T10:55:45.803379,130949688,707911112
2021-04-30T10:55:48.303565,474487664,364373136
2021-04-30T10:55:50.803751,404521376,434339424
2021-04-30T10:55:53.303937,378243752,460617048
2021-04-30T10:55:55.804144,352007200,486853600
2021-04-30T10:55:58.304336,325869088,512991712
2021-04-30T10:56:00.804528,300631872,538228928
2021-04-30T10:56:03.304725,272348920,566511880
2021-04-30T10:56:05.804922,247072864,591787936
2021-04-30T10:56:08.305115,165396632,673464168
2021-04-30T10:56:10.805310,423542960,415317840
2021-04-30T10:56:13.305503,396486440,442374360
2021-04-30T10:56:15.805697,369051464,469809336
2021-04-30T10:56:18.305894,342921896,495938904
2021-04-30T10:56:20.806088,318648024,520212776
2021-04-30T10:56:23.306287,289366864,549493936
2021-04-30T10:56:25.806488,264126344,574734456
2021-04-30T10:56:28.306683,238093744,600767056
2021-04-30T10:56:30.806888,211050120,627810680
2021-04-30T10:56:33.307078,184509264,654351536
2021-04-30T10:56:35.807268,114461952,724398848
2021-04-30T10:56:38.307465,449919664,388941136
2021-04-30T10:56:40.807664,421687680,417173120
2021-04-30T10:56:43.307865,396392432,442468368
2021-04-30T10:56:45.808062,370284112,468576688
2021-04-30T10:56:48.308251,343879144,494981656
2021-04-30T10:56:50.808451,319885552,518975248
2021-04-30T10:56:53.308644,293533688,545327112
2021-04-30T10:56:55.808842,266356320,572504480
2021-04-30T10:56:58.309039,240243128,598617672
2021-04-30T10:57:00.809231,215996560,622864240
2021-04-30T10:57:03.309456,142568456,696292344
2021-04-30T10:57:05.809679,115350392,723510408
2021-04-30T10:57:08.309879,450978736,387882064
2021-04-30T10:57:10.810088,423682136,415178664
2021-04-30T10:57:13.310281,396469824,442390976
2021-04-30T10:57:15.810474,371298192,467562608
2021-04-30T10:57:18.310665,345104552,493756248
2021-04-30T10:57:20.810856,318742344,520118456
2021-04-30T10:57:23.311043,291610176,547250624
2021-04-30T10:57:25.811235,265424360,573436440
2021-04-30T10:57:28.311436,240204048,598656752
2021-04-30T10:57:30.811641,174171712,664689088
2021-04-30T10:57:33.311842,148999016,689861784
2021-04-30T10:57:35.812050,122785016,716075784
2021-04-30T10:57:38.312244,456611488,382249312
2021-04-30T10:57:40.812449,429281888,409578912
2021-04-30T10:57:43.312640,403179600,435681200
2021-04-30T10:57:45.812844,376939976,461920824
2021-04-30T10:57:48.313041,350681432,488179368
2021-04-30T10:57:50.813233,323507272,515353528
2021-04-30T10:57:53.313426,298322016,540538784
2021-04-30T10:57:55.813622,273122776,565738024
2021-04-30T10:57:58.313812,190219760,648641040
2021-04-30T10:58:00.814045,164086456,674774344
2021-04-30T10:58:03.314280,138910712,699950088
2021-04-30T10:58:05.814488,112688768,726172032
2021-04-30T10:58:08.314703,448854000,390006800
2021-04-30T10:58:10.814907,422637096,416223704
2021-04-30T10:58:13.315105,395274872,443585928
2021-04-30T10:58:15.815312,369184864,469675936
2021-04-30T10:58:18.315511,342954664,495906136
2021-04-30T10:58:20.815707,317694944,521165856
2021-04-30T10:58:23.315900,290464888,548395912
2021-04-30T10:58:25.816090,210663464,628197336
2021-04-30T10:58:28.316282,184577952,654282848
2021-04-30T10:58:30.816477,158334624,680526176
2021-04-30T10:58:33.316666,131054560,707806240
2021-04-30T10:58:35.816866,465161888,373698912
2021-04-30T10:58:38.317070,439955760,398905040
2021-04-30T10:58:40.817272,410635936,428224864
2021-04-30T10:58:43.317470,385446264,453414536
2021-04-30T10:58:45.817667,360284528,478576272
2021-04-30T10:58:48.317858,332989392,505871408
2021-04-30T10:58:50.818048,305776288,533084512
2021-04-30T10:58:53.318245,229117256,609743544
2021-04-30T10:58:55.818436,201771064,637089736
2021-04-30T10:58:58.318628,174698200,664162600
2021-04-30T10:59:00.818818,149480608,689380192
