"Time [ms]","CPU usage [%]","GC activity [%]","Size [B]","Used [B]"
"13:46:14.992, 29 Apr 2021","0,0","0,0","708 837 408","151 864 832"
"13:46:15.992, 29 Apr 2021","0,0","0,0","708 837 408","151 864 832"
"13:46:16.993, 29 Apr 2021","0,0","0,0","708 837 408","151 864 832"
"13:46:17.993, 29 Apr 2021","0,0","0,0","708 837 408","151 864 832"
"13:46:18.993, 29 Apr 2021","0,0","0,0","708 837 408","153 961 984"
"13:46:19.993, 29 Apr 2021","0,0","0,0","708 837 408","153 961 984"
"13:46:20.993, 29 Apr 2021","0,0","0,0","708 837 408","153 961 984"
"13:46:21.993, 29 Apr 2021","0,0","0,0","708 837 408","153 961 984"
"13:46:22.993, 29 Apr 2021","1,0","0,0","708 837 408","153 961 984"
"13:46:23.993, 29 Apr 2021","0,1","0,0","708 837 408","153 961 984"
"13:46:24.994, 29 Apr 2021","0,0","0,0","708 837 408","153 961 984"
"13:46:25.994, 29 Apr 2021","0,0","0,0","708 837 408","156 059 136"
"13:46:26.994, 29 Apr 2021","0,0","0,0","708 837 408","156 059 136"
"13:46:27.994, 29 Apr 2021","0,0","0,0","708 837 408","156 059 136"
"13:46:28.994, 29 Apr 2021","0,1","0,0","708 837 408","156 059 136"
"13:46:29.994, 29 Apr 2021","0,0","0,0","708 837 408","156 059 136"
"13:46:30.994, 29 Apr 2021","0,8","0,0","708 837 408","156 059 136"
"13:46:31.995, 29 Apr 2021","0,0","0,0","708 837 408","156 059 136"
"13:46:32.995, 29 Apr 2021","0,0","0,0","708 837 408","158 156 288"
"13:46:33.995, 29 Apr 2021","0,0","0,0","708 837 408","158 156 288"
"13:46:34.995, 29 Apr 2021","0,0","0,0","708 837 408","158 156 288"
"13:46:35.995, 29 Apr 2021","0,1","0,0","708 837 408","158 156 288"
"13:46:36.995, 29 Apr 2021","0,0","0,0","708 837 408","158 156 288"
"13:46:37.995, 29 Apr 2021","0,0","0,0","708 837 408","158 156 288"
"13:46:38.996, 29 Apr 2021","0,0","0,0","708 837 408","158 156 288"
"13:46:39.996, 29 Apr 2021","0,0","0,0","708 837 408","160 253 440"
"13:46:40.996, 29 Apr 2021","0,2","0,0","708 837 408","160 253 440"
"13:46:41.996, 29 Apr 2021","0,0","0,0","708 837 408","160 253 440"
"13:46:42.996, 29 Apr 2021","0,1","0,0","708 837 408","160 253 440"
"13:46:43.996, 29 Apr 2021","0,0","0,0","708 837 408","160 253 440"
"13:46:44.996, 29 Apr 2021","0,0","0,0","708 837 408","160 253 440"
"13:46:45.997, 29 Apr 2021","0,0","0,0","708 837 408","162 350 592"
"13:46:46.997, 29 Apr 2021","0,1","0,0","708 837 408","162 350 592"
"13:46:47.997, 29 Apr 2021","0,0","0,0","708 837 408","162 350 592"
"13:46:48.997, 29 Apr 2021","0,0","0,0","708 837 408","162 350 592"
"13:46:49.997, 29 Apr 2021","0,0","0,0","708 837 408","162 350 592"
"13:46:50.997, 29 Apr 2021","0,0","0,0","708 837 408","162 350 592"
"13:46:51.997, 29 Apr 2021","0,1","0,0","708 837 408","162 350 592"
"13:46:52.997, 29 Apr 2021","0,0","0,0","708 837 408","164 447 744"
"13:46:53.998, 29 Apr 2021","0,0","0,0","708 837 408","164 447 744"
"13:46:54.998, 29 Apr 2021","0,4","0,0","708 837 408","164 447 744"
"13:46:55.998, 29 Apr 2021","0,0","0,0","708 837 408","164 447 744"
"13:46:56.998, 29 Apr 2021","0,0","0,0","708 837 408","164 447 744"
"13:46:57.998, 29 Apr 2021","0,1","0,0","708 837 408","164 447 744"
"13:46:58.998, 29 Apr 2021","0,0","0,0","708 837 408","164 447 744"
"13:46:59.998, 29 Apr 2021","0,0","0,0","708 837 408","166 544 896"
"13:47:00.999, 29 Apr 2021","0,0","0,0","708 837 408","166 544 896"
"13:47:02.000, 29 Apr 2021","0,0","0,0","708 837 408","166 544 896"
"13:47:02.999, 29 Apr 2021","0,0","0,0","708 837 408","166 544 896"
"13:47:03.999, 29 Apr 2021","0,0","0,0","708 837 408","166 544 896"
"13:47:04.999, 29 Apr 2021","0,0","0,0","708 837 408","166 544 896"
"13:47:05.999, 29 Apr 2021","0,0","0,0","708 837 408","168 642 048"
"13:47:06.999, 29 Apr 2021","0,0","0,0","708 837 408","168 642 048"
"13:47:08.000, 29 Apr 2021","0,4","0,0","708 837 408","168 642 048"
"13:47:09.000, 29 Apr 2021","0,0","0,0","708 837 408","168 642 048"
"13:47:10.000, 29 Apr 2021","0,0","0,0","708 837 408","170 739 200"
"13:47:11.000, 29 Apr 2021","22,2","0,9","851 443 744","483 802 328"
"13:47:12.000, 29 Apr 2021","47,4","1,3","918 552 608","909 525 504"
"13:47:13.000, 29 Apr 2021","42,0","0,7","1 933 574 176","326 574 080"
"13:47:14.000, 29 Apr 2021","39,3","0,0","1 933 574 176","498 540 544"
"13:47:15.000, 29 Apr 2021","24,2","0,0","1 933 574 176","387 275 272"
"13:47:16.001, 29 Apr 2021","20,6","0,0","1 933 574 176","416 635 400"
"13:47:17.001, 29 Apr 2021","21,3","0,0","1 933 574 176","441 801 224"
"13:47:18.001, 29 Apr 2021","25,4","0,0","1 933 574 176","469 064 200"
"13:47:19.001, 29 Apr 2021","27,5","0,0","1 933 574 176","496 327 176"
"13:47:20.001, 29 Apr 2021","21,3","0,0","1 933 574 176","525 687 304"
"13:47:21.001, 29 Apr 2021","20,1","0,0","1 933 574 176","552 950 280"
"13:47:22.001, 29 Apr 2021","22,3","0,0","1 933 574 176","580 213 256"
"13:47:23.001, 29 Apr 2021","20,7","0,0","1 933 574 176","360 518 136"
"13:47:24.002, 29 Apr 2021","18,6","0,0","1 933 574 176","387 781 112"
"13:47:25.002, 29 Apr 2021","8,2","0,0","1 933 574 176","433 918 456"
"13:47:26.002, 29 Apr 2021","14,9","0,0","1 933 574 176","459 084 280"
"13:47:27.002, 29 Apr 2021","15,8","0,0","1 933 574 176","484 250 104"
"13:47:28.002, 29 Apr 2021","15,6","0,0","1 933 574 176","509 415 928"
"13:47:29.002, 29 Apr 2021","13,3","0,0","1 933 574 176","536 678 904"
"13:47:30.002, 29 Apr 2021","14,5","0,0","1 933 574 176","563 941 880"
"13:47:31.002, 29 Apr 2021","13,8","0,0","1 933 574 176","591 204 856"
"13:47:32.002, 29 Apr 2021","14,6","0,0","1 933 574 176","618 467 832"
"13:47:33.003, 29 Apr 2021","14,7","0,0","1 933 574 176","645 730 808"
"13:47:34.003, 29 Apr 2021","15,2","0,1","1 933 574 176","337 437 056"
"13:47:35.003, 29 Apr 2021","17,8","0,0","1 933 574 176","362 602 880"
"13:47:36.003, 29 Apr 2021","14,5","0,0","1 933 574 176","387 768 704"
"13:47:37.003, 29 Apr 2021","13,4","0,0","1 933 574 176","415 031 680"
"13:47:38.003, 29 Apr 2021","13,3","0,0","1 933 574 176","444 391 808"
"13:47:39.003, 29 Apr 2021","12,8","0,0","1 933 574 176","469 557 632"
"13:47:40.003, 29 Apr 2021","14,2","0,0","1 933 574 176","496 820 608"
"13:47:41.004, 29 Apr 2021","14,9","0,0","1 933 574 176","553 443 712"
"13:47:42.004, 29 Apr 2021","5,9","0,0","1 933 574 176","605 872 512"
"13:47:43.004, 29 Apr 2021","3,4","0,0","1 933 574 176","664 592 768"
"13:47:44.004, 29 Apr 2021","2,4","0,0","1 933 574 176","721 215 872"
"13:47:45.004, 29 Apr 2021","3,0","0,0","1 933 574 176","775 741 824"
"13:47:46.004, 29 Apr 2021","14,3","0,0","1 933 574 176","819 782 016"
"13:47:47.004, 29 Apr 2021","48,0","0,0","1 933 574 176","821 879 168"
"13:47:48.005, 29 Apr 2021","9,5","0,0","1 933 574 176","880 599 424"
"13:47:49.005, 29 Apr 2021","2,8","0,0","1 933 574 176","937 222 528"
"13:47:50.005, 29 Apr 2021","3,7","0,0","1 933 574 176","993 845 632"
"13:47:51.005, 29 Apr 2021","2,6","0,0","1 933 574 176","1 050 468 736"
"13:47:52.005, 29 Apr 2021","46,4","0,0","1 933 574 176","1 054 663 040"
"13:47:53.005, 29 Apr 2021","17,4","0,0","1 933 574 176","1 096 606 080"
"13:47:54.005, 29 Apr 2021","2,2","0,0","1 933 574 176","1 157 423 488"
"13:47:55.005, 29 Apr 2021","4,9","0,1","1 933 574 176","354 878 968"
"13:47:56.006, 29 Apr 2021","4,7","0,0","1 933 574 176","405 210 616"
"13:47:57.006, 29 Apr 2021","48,2","0,0","1 933 574 176","411 502 072"
"13:47:58.006, 29 Apr 2021","10,7","0,0","1 933 574 176","440 862 200"
"13:47:59.006, 29 Apr 2021","12,8","0,0","1 933 574 176","468 125 176"
"13:48:00.006, 29 Apr 2021","13,3","0,0","1 933 574 176","493 291 000"
"13:48:01.006, 29 Apr 2021","13,3","0,0","1 933 574 176","520 553 976"
"13:48:02.006, 29 Apr 2021","10,4","0,0","1 933 574 176","554 108 408"
"13:48:03.006, 29 Apr 2021","9,9","0,0","1 933 574 176","585 565 688"
"13:48:04.007, 29 Apr 2021","10,7","0,0","1 933 574 176","612 828 664"
"13:48:05.007, 29 Apr 2021","10,1","0,0","1 933 574 176","640 091 640"
"13:48:06.007, 29 Apr 2021","10,3","0,0","1 933 574 176","669 451 768"
"13:48:07.007, 29 Apr 2021","10,6","0,0","1 933 574 176","696 714 744"
"13:48:08.007, 29 Apr 2021","10,1","0,0","1 933 574 176","726 074 872"
"13:48:09.007, 29 Apr 2021","10,7","0,0","1 933 574 176","753 337 848"
"13:48:10.007, 29 Apr 2021","11,3","0,0","1 933 574 176","780 600 824"
"13:48:11.007, 29 Apr 2021","7,4","0,0","1 933 574 176","862 389 752"
"13:48:12.007, 29 Apr 2021","16,4","0,0","1 933 574 176","910 624 248"
"13:48:13.008, 29 Apr 2021","11,9","0,0","1 933 574 176","952 567 288"
"13:48:14.008, 29 Apr 2021","12,4","0,0","1 933 574 176","994 510 328"
"13:48:15.008, 29 Apr 2021","11,8","0,0","1 933 574 176","1 038 550 520"
"13:48:16.008, 29 Apr 2021","11,4","0,0","1 933 574 176","1 082 590 712"
"13:48:17.008, 29 Apr 2021","12,4","0,0","1 933 574 176","1 126 630 904"
